fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date,update_time
015638,摩根成长动力混合C,1.9360,1.9360,1.9244,1.9244,0.0116,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
015639,国联养老目标日期2045三年持有混合发起(FOF),0.9249,0.9249,0.9226,0.9226,0.0023,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
015640,金鹰产业整合混合C,1.4051,1.4051,1.3937,1.3937,0.0114,0.82,2025-08-12,2025-08-12,2025-08-12 14:58:18
015641,银华数字经济股票发起式A,1.4082,1.4082,1.3949,1.3949,0.0133,0.95,2025-08-12,2025-08-12,2025-08-12 14:58:18
015642,银华数字经济股票发起式C,1.3982,1.3982,1.3850,1.3850,0.0132,0.95,2025-08-12,2025-08-12,2025-08-12 14:58:18
015643,招商中证同业存单AAA指数7天持有,1.0579,1.0579,1.0577,1.0577,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
015644,华夏中证同业存单AAA指数7天持有,1.0583,1.0583,1.0580,1.0580,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015645,平安中证同业存单AAA指数7天持有,1.0562,1.0562,1.0558,1.0558,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015646,中金中证同业存单AAA指数7天持有发起,1.0612,1.0612,1.0606,1.0606,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015647,淳厚中证同业存单AAA指数7天持有,1.0530,1.0530,1.0529,1.0529,0.0001,0.01,2025-04-06,2025-04-06,2025-04-06 17:24:22
015648,兴银中证同业存单AAA指数7天持有,1.0632,1.0632,1.0629,1.0629,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015652,国投瑞银瑞利混合(LOF)C,2.4570,2.4570,2.4431,2.4431,0.0139,0.57,2025-08-12,2025-08-12,2025-08-12 14:58:19
015653,鹏华永平6个月定开债券,1.0733,1.0935,1.0700,1.0902,0.0033,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
015654,交银稳鑫短债债券D,1.1154,1.1234,1.1149,1.1229,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015657,富荣研究优选混合A,1.2684,1.2684,1.2425,1.2425,0.0259,2.08,2025-08-12,2025-08-12,2025-08-12 14:58:18
015658,富荣研究优选混合C,1.2587,1.2587,1.2331,1.2331,0.0256,2.08,2025-08-12,2025-08-12,2025-08-12 14:58:18
015659,中信建投景晟债券A,1.0371,1.0971,1.0309,1.0909,0.0062,0.60,2025-04-06,2025-04-06,2025-04-06 00:36:37
015660,中信建投景晟债券C,1.0402,1.0902,1.0341,1.0841,0.0061,0.59,2025-04-06,2025-04-06,2025-04-06 00:36:37
015661,天弘同利债券(LOF)D,1.2635,1.2635,1.2626,1.2626,0.0009,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015663,易米开鑫价值优选混合A,1.2141,1.2141,1.2067,1.2067,0.0074,0.61,2025-08-12,2025-08-12,2025-08-12 14:58:19
015664,易米开鑫价值优选混合C,1.1961,1.1961,1.1888,1.1888,0.0073,0.61,2025-08-12,2025-08-12,2025-08-12 14:58:19
015665,银河和美生活混合C,1.3462,1.3462,1.3206,1.3206,0.0256,1.94,2025-08-12,2025-08-12,2025-08-12 14:58:18
015666,银河医药混合C,0.6118,0.6118,0.6026,0.6026,0.0092,1.53,2025-08-12,2025-08-12,2025-08-12 14:58:18
015667,银河文体娱乐混合C,1.1006,1.1006,1.0907,1.0907,0.0099,0.91,2025-08-12,2025-08-12,2025-08-12 14:58:18
015668,银河消费混合C,1.7260,1.7260,1.7130,1.7130,0.0130,0.76,2025-08-12,2025-08-12,2025-08-12 14:58:18
015669,银河蓝筹混合C,3.7590,3.7590,3.7100,3.7100,0.0490,1.32,2025-08-12,2025-08-12,2025-08-12 14:58:18
015670,银河行业混合C,0.8150,0.8150,0.8050,0.8050,0.0100,1.24,2025-08-12,2025-08-12,2025-08-12 14:58:18
015671,前海开源沪深300指数C,1.4791,1.8491,1.4733,1.8433,0.0058,0.39,2025-08-12,2025-08-12,2025-08-12 14:58:19
015672,中加丰裕纯债债券C,1.0320,1.0320,1.0293,1.0293,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
015673,鹏华创业板指数(LOF)C,1.0786,1.0786,1.0589,1.0589,0.0197,1.86,2025-08-12,2025-08-12,2025-08-12 14:58:18
015674,鹏华中证800地产指数(LOF)C,0.6150,0.6150,0.6117,0.6117,0.0033,0.54,2025-08-12,2025-08-12,2025-08-12 14:58:19
015675,鹏华中证传媒指数(LOF)C,1.5391,1.5391,1.5263,1.5263,0.0128,0.84,2025-08-12,2025-08-12,2025-08-12 14:58:18
015676,鹏华中证移动互联网指数(LOF)C,1.3478,1.3478,1.3276,1.3276,0.0202,1.52,2025-08-12,2025-08-12,2025-08-12 14:58:18
015677,鹏华中证一带一路主题指数(LOF)C,1.3091,1.3091,1.3047,1.3047,0.0044,0.34,2025-08-12,2025-08-12,2025-08-12 14:58:19
015678,鹏华中证高铁产业指数(LOF)C,1.1888,1.1888,1.1807,1.1807,0.0081,0.69,2025-08-12,2025-08-12,2025-08-12 14:58:18
015679,景顺长城沪深300指数增强C,2.3450,2.3450,2.3370,2.3370,0.0080,0.34,2025-08-12,2025-08-12,2025-08-12 14:58:19
015682,华夏福源养老2045三年持有混合发起式(FOF)A,0.8220,0.8220,0.8190,0.8190,0.0030,0.37,2025-04-06,2025-04-06,2025-04-06 00:36:37
015683,景顺长城科技创新混合C,1.4974,1.6924,1.4723,1.6673,0.0251,1.70,2025-08-12,2025-08-12,2025-08-12 14:58:18
015684,银华盛利混合发起式C,2.3158,2.3158,2.2795,2.2795,0.0363,1.59,2025-08-12,2025-08-12,2025-08-12 14:58:18
015685,鹏华中证环保产业指数(LOF)C,0.7706,0.7706,0.7589,0.7589,0.0117,1.54,2025-08-12,2025-08-12,2025-08-12 14:58:18
015686,富国新兴产业股票C,2.5590,2.5590,2.4930,2.4930,0.0660,2.65,2025-08-12,2025-08-12,2025-08-12 14:58:18
015687,银华乐享混合C,0.6893,0.6893,0.6857,0.6857,0.0036,0.53,2025-08-12,2025-08-12,2025-08-12 14:58:19
015688,九泰泰富灵活配置混合(LOF)C,1.4662,1.4662,1.4643,1.4643,0.0019,0.13,2025-08-12,2025-08-12,2025-08-12 14:58:19
015689,富国价值增长混合C,0.8653,0.8653,0.8424,0.8424,0.0229,2.72,2025-08-12,2025-08-12,2025-08-12 14:58:18
015690,富国中小盘精选混合C,3.6170,3.6170,3.5430,3.5430,0.0740,2.09,2025-08-12,2025-08-12,2025-08-12 14:58:18
015691,富国长期成长混合C,0.7536,0.7536,0.7526,0.7526,0.0010,0.13,2025-08-12,2025-08-12,2025-08-12 14:58:19
015692,富国通胀通缩主题轮动混合C,4.7720,4.7720,4.6730,4.6730,0.0990,2.12,2025-08-12,2025-08-12,2025-08-12 14:58:18
015693,鹏华中证800证券保险指数(LOF)C,1.3813,1.3813,1.3706,1.3706,0.0107,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
015696,农银绿色能源混合,0.7258,0.7258,0.7084,0.7084,0.0174,2.46,2025-08-12,2025-08-12,2025-08-12 14:58:18
015697,华夏磐润两年定开混合A,1.2890,1.2890,1.2738,1.2738,0.0152,1.19,2025-08-12,2025-08-12,2025-08-12 14:58:18
015698,华夏磐润两年定开混合C,1.2700,1.2700,1.2551,1.2551,0.0149,1.19,2025-08-12,2025-08-12,2025-08-12 14:58:18
015699,平安均衡成长2年持有混合A,0.8923,0.8923,0.8819,0.8819,0.0104,1.18,2025-08-12,2025-08-12,2025-08-12 14:58:18
015700,平安均衡成长2年持有混合C,0.8763,0.8763,0.8661,0.8661,0.0102,1.18,2025-08-12,2025-08-12,2025-08-12 14:58:18
015701,华夏鼎誉三个月定开债券A,1.0341,1.0926,1.0327,1.0912,0.0014,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015702,华夏鼎誉三个月定开债券C,1.0336,1.0926,1.0322,1.0912,0.0014,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015703,易米开泰混合A,0.8449,0.8449,0.8384,0.8384,0.0065,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
015704,易米开泰混合C,0.8333,0.8333,0.8269,0.8269,0.0064,0.77,2025-08-12,2025-08-12,2025-08-12 14:58:18
015706,诺德安元纯债债券,1.0253,1.0953,1.0249,1.0949,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015709,摩根中国优势混合C,1.6570,1.6570,1.6210,1.6210,0.0360,2.22,2025-08-12,2025-08-12,2025-08-12 14:58:18
015713,格林聚鑫增强债券A,0.9708,0.9708,0.9714,0.9714,-0.0006,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015714,格林聚鑫增强债券C,0.9551,0.9551,0.9557,0.9557,-0.0006,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015715,富国成长动力混合C,1.0175,1.0175,1.0023,1.0023,0.0152,1.52,2025-08-12,2025-08-12,2025-08-12 14:58:18
015716,华夏稳享增利6个月滚动持有债A,1.1425,1.1425,1.1420,1.1420,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015717,华夏稳享增利6个月滚动持有债C,1.1366,1.1366,1.1361,1.1361,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015718,财通资管均衡臻选混合A,0.9302,0.9302,0.9246,0.9246,0.0056,0.61,2025-08-12,2025-08-12,2025-08-12 14:58:19
015719,财通资管均衡臻选混合C,0.9151,0.9151,0.9096,0.9096,0.0055,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
015720,平安元悦60天滚动持有短债A,1.0837,1.0837,1.0833,1.0833,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015721,平安元悦60天滚动持有短债C,1.0777,1.0777,1.0773,1.0773,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015722,长城中小盘成长混合C,2.3072,2.3072,2.2852,2.2852,0.0220,0.96,2025-08-12,2025-08-12,2025-08-12 14:58:18
015723,长城久悦债券C,1.1624,1.1624,1.1521,1.1521,0.0103,0.89,2025-08-12,2025-08-12,2025-08-12 14:58:18
015724,英大碳中和混合A,0.9145,0.9145,0.8994,0.8994,0.0151,1.68,2025-08-12,2025-08-12,2025-08-12 14:58:18
015725,英大碳中和混合C,0.9050,0.9050,0.8901,0.8901,0.0149,1.67,2025-08-12,2025-08-12,2025-08-12 14:58:18
015726,银河致远养老目标日期2045三年持有混合发起式(FOF),0.9998,0.9998,1.0000,1.0000,-0.0002,-0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
015727,中泰双利债券A,1.1008,1.1008,1.1003,1.1003,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015728,中泰双利债券C,1.0893,1.0893,1.0888,1.0888,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015729,朱雀碳中和三年持有混合发起,0.8614,0.8614,0.8507,0.8507,0.0107,1.26,2025-08-12,2025-08-12,2025-08-12 14:58:18
015731,景顺长城核心竞争力混合C,3.6750,4.4450,3.6270,4.3970,0.0480,1.32,2025-10-02,2025-10-02,2025-10-02 11:18:04
015732,尚正新能源产业混合A,0.6753,0.6753,0.6668,0.6668,0.0085,1.27,2025-08-12,2025-08-12,2025-08-12 14:58:18
015733,尚正新能源产业混合C,0.6631,0.6631,0.6548,0.6548,0.0083,1.27,2025-08-12,2025-08-12,2025-08-12 14:58:18
015734,红塔红土信息产业精选股票发起式A,1.6123,1.6123,1.5892,1.5892,0.0231,1.45,2025-08-12,2025-08-12,2025-08-12 14:58:18
015735,红塔红土信息产业精选股票发起式C,1.5967,1.5967,1.5739,1.5739,0.0228,1.45,2025-08-12,2025-08-12,2025-08-12 14:58:18
015736,长盛盛裕纯债D,1.0392,1.1718,1.0369,1.1695,0.0023,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
015739,国泰中证港股通科技ETF发起联接A,1.2769,1.2769,1.2716,1.2716,0.0053,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
015740,国泰中证港股通科技ETF发起联接C,1.2730,1.2730,1.2676,1.2676,0.0054,0.43,2025-08-12,2025-08-12,2025-08-12 14:58:19
015745,上银鑫卓混合C,1.2379,1.4479,1.2359,1.4459,0.0020,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
015746,博时四月享120天持有期债券A,1.0959,1.0959,1.0954,1.0954,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015747,博时四月享120天持有期债券C,1.0881,1.0881,1.0877,1.0877,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015748,上银可转债精选债券C,0.8993,0.8993,0.8884,0.8884,0.0109,1.23,2025-08-12,2025-08-12,2025-08-12 14:58:18
015749,博时优享回报混合A,1.1748,1.1748,1.1599,1.1599,0.0149,1.28,2025-10-02,2025-10-02,2025-10-02 11:18:04
015750,博时优享回报混合C,1.1562,1.1562,1.1416,1.1416,0.0146,1.28,2025-10-02,2025-10-02,2025-10-02 11:18:04
015751,景顺长城品质长青混合C,1.4200,1.4200,1.4035,1.4035,0.0165,1.18,2025-08-12,2025-08-12,2025-08-12 14:58:18
015753,上银鑫达灵活配置混合C,1.1958,1.7058,1.1890,1.6990,0.0068,0.57,2025-08-12,2025-08-12,2025-08-12 14:58:19
015755,景顺长城绩优成长混合C,0.9908,0.9908,0.9852,0.9852,0.0056,0.57,2025-08-12,2025-08-12,2025-08-12 14:58:19
015756,景顺长城景气成长混合C,1.0853,1.0853,1.0773,1.0773,0.0080,0.74,2025-08-12,2025-08-12,2025-08-12 14:58:18
015757,富国智华稳进12个月持有期混合(FOF)A,1.0409,1.0409,1.0402,1.0402,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015758,富国智华稳进12个月持有期混合(FOF)C,1.0294,1.0294,1.0287,1.0287,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015761,银华中证基建ETF发起式联接A,1.0340,1.0340,1.0365,1.0365,-0.0025,-0.24,2025-04-06,2025-04-06,2025-04-06 17:54:45
015762,银华中证基建ETF发起式联接C,1.0252,1.0252,1.0277,1.0277,-0.0025,-0.24,2025-04-06,2025-04-06,2025-04-06 17:54:45
015765,东方专精特新混合发起式A,0.9894,0.9894,0.9829,0.9829,0.0065,0.66,2025-08-12,2025-08-12,2025-08-12 14:58:19
015766,东方专精特新混合发起式C,0.9762,0.9762,0.9698,0.9698,0.0064,0.66,2025-08-12,2025-08-12,2025-08-12 14:58:19
015768,长信内需成长混合C,1.5876,2.2566,1.5856,2.2546,0.0020,0.13,2025-08-12,2025-08-12,2025-08-12 14:58:19
015769,天弘低碳经济混合A,0.9164,0.9164,0.9109,0.9109,0.0055,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
015770,天弘低碳经济混合C,0.9051,0.9051,0.8997,0.8997,0.0054,0.60,2025-08-12,2025-08-12,2025-08-12 14:58:19
015771,银华绿色低碳债券,1.0391,1.0621,1.0379,1.0609,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
015772,银华互联网主题灵活配置混合C,1.5270,1.5270,1.5110,1.5110,0.0160,1.06,2025-08-12,2025-08-12,2025-08-12 14:58:18
015773,招商移动互联网产业股票基金C,1.2254,1.2254,1.2224,1.2224,0.0030,0.25,2025-08-12,2025-08-12,2025-08-12 14:58:19
015775,景顺长城品质成长混合C,1.1897,1.1897,1.1807,1.1807,0.0090,0.76,2025-08-12,2025-08-12,2025-08-12 14:58:18
015776,财通资管通达未来6个月持有混合发起(FOF)A,1.0757,1.0757,1.0749,1.0749,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015777,财通资管通达未来6个月持有混合发起(FOF)C,1.0643,1.0643,1.0635,1.0635,0.0008,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
015779,景顺长城价值边际灵活配置混合C,1.7078,1.7078,1.6929,1.6929,0.0149,0.88,2025-08-12,2025-08-12,2025-08-12 14:58:18
015780,大成ESG责任投资混合发起式A,1.2594,1.2594,1.2564,1.2564,0.0030,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
015782,创金合信稳健添利债券A,1.1415,1.1415,1.1404,1.1404,0.0011,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
015783,创金合信稳健添利债券C,1.1437,1.1437,1.1426,1.1426,0.0011,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
015784,中信建投中证1000指数增强A,1.2650,1.2650,1.2504,1.2504,0.0146,1.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
015785,中信建投中证1000指数增强C,1.2493,1.2493,1.2349,1.2349,0.0144,1.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
015787,鹏扬中证数字经济主题ETF发起联接A,1.2286,1.2286,1.2146,1.2146,0.0140,1.15,2025-08-12,2025-08-12,2025-08-12 14:58:18
015788,鹏扬中证数字经济主题ETF发起联接C,1.2146,1.2146,1.2009,1.2009,0.0137,1.14,2025-08-12,2025-08-12,2025-08-12 14:58:18
015789,永赢高端装备智选混合发起A,0.9238,0.9238,0.9113,0.9113,0.0125,1.37,2025-08-12,2025-08-12,2025-08-12 14:58:18
015790,永赢高端装备智选混合发起C,0.9125,0.9125,0.9002,0.9002,0.0123,1.37,2025-08-12,2025-08-12,2025-08-12 14:58:18
015791,天弘中债1-3年国开债指数发起C,1.0196,1.1275,1.0183,1.1262,0.0013,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
015792,金鹰稳进配置六个月持有混合发起(FOF)A,1.0317,1.0317,1.0315,1.0315,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
015793,金鹰稳进配置六个月持有混合发起(FOF)C,1.0217,1.0217,1.0215,1.0215,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
015794,天弘创业板指数增强A,0.9658,0.9658,0.9457,0.9457,0.0201,2.13,2025-08-12,2025-08-12,2025-08-12 14:58:18
015795,天弘创业板指数增强C,0.9572,0.9572,0.9373,0.9373,0.0199,2.12,2025-08-12,2025-08-12,2025-08-12 14:58:18
015802,鹏华稳健恒利债券A,1.0258,1.0258,1.0254,1.0254,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015803,鹏华稳健恒利债券C,1.0186,1.0186,1.0182,1.0182,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015804,华安添魁债券,1.0558,1.0962,1.0523,1.0927,0.0035,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
015805,景顺长城景颐尊利债券A,1.0894,1.1281,1.0880,1.1267,0.0014,0.13,2025-08-12,2025-08-12,2025-08-12 14:58:19
015806,景顺长城景颐尊利债券C,1.0757,1.1140,1.0743,1.1126,0.0014,0.13,2025-08-12,2025-08-12,2025-08-12 14:58:19
015807,中银宏观策略混合C,1.0070,1.0070,0.9990,0.9990,0.0080,0.80,2025-08-12,2025-08-12,2025-08-12 14:58:18
015808,汇添富中证电池主题ETF发起式联接D,0.5326,0.5326,0.5178,0.5178,0.0148,2.86,2025-08-12,2025-08-12,2025-08-12 14:58:18
015809,国泰君安君添利中短债发起A,1.0392,1.0912,1.0378,1.0898,0.0014,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
015810,国泰君安君添利中短债发起C,1.0328,1.0848,1.0314,1.0834,0.0014,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015811,兴证全球恒泰一年定开债发起式,1.0173,1.0942,1.0156,1.0925,0.0017,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
015813,国新国证优选配置6个月持有混合发起(FOF)A,0.9747,0.9747,0.9739,0.9739,0.0008,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
015814,国新国证优选配置6个月持有混合发起(FOF)C,0.9656,0.9656,0.9648,0.9648,0.0008,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
015815,浦银稳鑫120天滚动持有中短债A,1.0953,1.0953,1.0947,1.0947,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015816,浦银稳鑫120天滚动持有中短债C,1.0891,1.0891,1.0885,1.0885,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015818,财通资管睿盈债券A,1.0469,1.0829,1.0428,1.0788,0.0041,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
015819,财通资管睿盈债券C,1.0436,1.0796,1.0395,1.0755,0.0041,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
015820,宝盈中证沪港深科技龙头指数发起A,1.3497,1.3497,1.3364,1.3364,0.0133,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
015821,宝盈中证沪港深科技龙头指数发起C,1.3413,1.3413,1.3282,1.3282,0.0131,0.99,2025-08-12,2025-08-12,2025-08-12 14:58:18
015822,易方达中证同业存单AAA指数7天持有,1.0634,1.0634,1.0630,1.0630,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015823,银华中证同业存单AAA指数7天持有,1.0655,1.0655,1.0649,1.0649,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015824,博时月月乐同业存单30天持有混合,1.0641,1.0641,1.0635,1.0635,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015825,国泰中证同业存单AAA指数7天持有,1.0596,1.0596,1.0594,1.0594,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
015826,广发中证同业存单AAA指数7天持有,1.0633,1.0633,1.0625,1.0625,0.0008,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
015827,中欧中证同业存单AAA指数7天持有,1.0578,1.0578,1.0572,1.0572,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015828,永赢新能源智选混合发起A,0.4139,0.4139,0.4114,0.4114,0.0025,0.61,2025-08-12,2025-08-12,2025-08-12 14:58:19
015829,永赢新能源智选混合发起C,0.4087,0.4087,0.4063,0.4063,0.0024,0.59,2025-08-12,2025-08-12,2025-08-12 14:58:19
015830,平安惠复纯债A,1.0362,1.2942,1.0332,1.2912,0.0030,0.29,2025-04-06,2025-04-06,2025-04-06 00:36:37
015831,平安惠复纯债C,1.1024,1.2885,1.0993,1.2854,0.0031,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
015832,永赢宏泰短债A,1.0106,1.0797,1.0096,1.0787,0.0010,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015833,永赢宏泰短债C,1.0104,1.0742,1.0094,1.0732,0.0010,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015834,汇添富鑫和纯债A,1.0423,1.0873,1.0388,1.0838,0.0035,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
015835,汇添富鑫和纯债C,1.0386,1.0786,1.0351,1.0751,0.0035,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
015836,浙商汇金聚瑞债券A,1.0577,1.0787,1.0564,1.0774,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
015837,浙商汇金聚瑞债券C,1.0524,1.0734,1.0512,1.0722,0.0012,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
015838,广发招利混合A,0.9715,0.9715,0.9473,0.9473,0.0242,2.55,2025-08-12,2025-08-12,2025-08-12 14:58:18
015839,广发招利混合C,0.9580,0.9580,0.9342,0.9342,0.0238,2.55,2025-08-12,2025-08-12,2025-08-12 14:58:18
015840,惠升中债1-5年政策性金融债A,1.0124,1.1024,1.0093,1.0993,0.0031,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
015841,惠升中债1-5年政策性金融债C,1.0250,1.1000,1.0218,1.0968,0.0032,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
015842,国投瑞银专精特新量化选股混合A,1.2168,1.2168,1.1978,1.1978,0.0190,1.59,2025-08-12,2025-08-12,2025-08-12 14:58:18
015843,国投瑞银专精特新量化选股混合C,1.2040,1.2040,1.1852,1.1852,0.0188,1.59,2025-08-12,2025-08-12,2025-08-12 14:58:18
015844,红土创新丰泽中短债A,1.0580,1.0735,1.0565,1.0720,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015845,红土创新丰泽中短债C,1.0497,1.0652,1.0482,1.0637,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015848,天弘合益债券发起D,1.0190,1.1086,1.0177,1.1073,0.0013,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
015849,富国创新企业灵活配置混合(LOF)C,2.1129,2.1129,2.0863,2.0863,0.0266,1.27,2025-08-12,2025-08-12,2025-08-12 14:58:18
015850,农银行业轮动混合C,7.7848,7.7848,7.6798,7.6798,0.1050,1.37,2025-08-12,2025-08-12,2025-08-12 14:58:18
015851,南华瑞诚一年定开债发起,1.0534,1.0972,1.0523,1.0961,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015852,华泰柏瑞益安三个月定开债券,1.0460,1.0895,1.0421,1.0856,0.0039,0.37,2025-04-06,2025-04-06,2025-04-06 00:36:37
015853,汇添富稳安三个月持有债券A,1.0601,1.0920,1.0591,1.0910,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
015854,汇添富稳安三个月持有债券C,1.0580,1.0899,1.0569,1.0888,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015855,汇添富稳安三个月持有债券E,1.0593,1.0912,1.0583,1.0902,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
015856,格林碳中和主题混合A,1.4477,1.4477,1.4218,1.4218,0.0259,1.82,2025-08-12,2025-08-12,2025-08-12 14:58:18
015857,格林碳中和主题混合C,1.4320,1.4320,1.4064,1.4064,0.0256,1.82,2025-08-12,2025-08-12,2025-08-12 14:58:18
015858,浦银安盛盛嘉一年定开债券发起式,1.0806,1.0806,1.0793,1.0793,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
015859,宝盈国证证券龙头指数发起A,1.3342,1.3342,1.3206,1.3206,0.0136,1.03,2025-08-12,2025-08-12,2025-08-12 14:58:18
015860,宝盈国证证券龙头指数发起C,1.3240,1.3240,1.3106,1.3106,0.0134,1.02,2025-08-12,2025-08-12,2025-08-12 14:58:18
015861,嘉实中证同业存单AAA指数7天持有期,1.0611,1.0611,1.0607,1.0607,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015862,景顺长城中证同业存单AAA指数7天持有,1.0665,1.0665,1.0659,1.0659,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015863,华泰柏瑞中证同业存单AAA指数7天持有期,1.0650,1.0650,1.0644,1.0644,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015864,华宝中证同业存单AAA指数7天持有,1.0571,1.0571,1.0566,1.0566,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015865,中信建投景泰债券A,1.0069,1.0753,1.0052,1.0736,0.0017,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
015866,中信建投景泰债券C,1.0079,1.0661,1.0062,1.0644,0.0017,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
015867,国泰君安中证1000指数增强A,1.3384,1.3384,1.3198,1.3198,0.0186,1.41,2025-08-12,2025-08-12,2025-08-12 14:58:18
015868,国泰君安中证1000指数增强C,1.3225,1.3225,1.3042,1.3042,0.0183,1.40,2025-08-12,2025-08-12,2025-08-12 14:58:18
015869,中银誉享一年定开债发起,1.0486,1.1023,1.0447,1.0984,0.0039,0.37,2025-04-06,2025-04-06,2025-04-06 00:36:37
